# H99_CNYTCNYT_counts.txt
# Counts of Ssd1-binding motif CNYTCNYT in Cryptococcus neoformans H99 messenger RNAs
# mRNA sequences taken from Wallace, Maufrais, et al 2020, https://doi.org/10.5281/zenodo.3627875
# Edward Wallace, Edward.Wallace@ed.ac.uk, 2024
#
# Columns
#   id:          Gene id, CNAG_00001 etc.
#   count_5UTR:  CNYTCNYT counts in annotated 5'UTR
#   length_5UTR: length in nt of annotated 5'UTR
#   count_CDS:   CNYTCNYT counts in annotated coding sequence (CDS)
#   length_CDS: length in nt of annotated CDS
#   count_3UTR:  CNYTCNYT counts in annotated 3'UTR
#   length_3UTR: length in nt of annotated 3'UTR
#   count_mRNA:  CNYTCNYT counts in annotated 5'UTR = count_5UTR + count_CDS + count_mRNA
#   length_mRNA: length in nt of annotated mRNA = length_5UTR + length_CDS + length_3UTR
#
id	count_5UTR	length_5UTR	count_CDS	length_CDS	count_3UTR	length_3UTR	count_mRNA	length_mRNA
CNAG_02682	1	642	5	3318	0	158	6	4118
CNAG_02683	3	772	3	1431	1	345	7	2548
CNAG_02684	4	1387	1	2124	2	263	7	3774
CNAG_02685	1	140	5	1509	0	88	6	1737
CNAG_02686	1	99	9	2757	0	131	10	2987
CNAG_02687	0	56	3	891	0	107	3	1054
CNAG_02688	0	77	3	819	0	568	3	1464
CNAG_02689	0	47	1	474	1	381	2	902
CNAG_02690	1	183	0	1011	0	148	1	1342
CNAG_02691	0	217	4	1263	0	78	4	1558
CNAG_02692	0	126	2	633	0	172	2	931
CNAG_02693	0	1	0	1104	0	45	0	1150
CNAG_02694	1	570	1	1734	0	209	2	2513
CNAG_02695	0	142	5	2175	2	742	7	3059
CNAG_02696	0	89	2	3585	0	99	2	3773
CNAG_02697	1	287	0	1485	0	125	1	1897
CNAG_02698	0	24	7	2775	0	83	7	2882
CNAG_02699	0	87	6	4206	0	244	6	4537
CNAG_02700	0	116	9	4689	0	142	9	4947
CNAG_02701	2	212	4	1950	0	144	6	2306
CNAG_02702	0	59	3	2595	0	72	3	2726
CNAG_02703	1	324	2	2628	0	110	3	3062
CNAG_02704	0	42	2	675	0	75	2	792
CNAG_02705	2	851	0	1191	0	135	2	2177
CNAG_02706	0	48	0	987	0	148	0	1183
CNAG_02707	3	211	1	846	1	365	5	1422
CNAG_02708	0	108	7	1671	0	61	7	1840
CNAG_02709	0	73	4	276	0	71	4	420
CNAG_02710	0	53	0	1704	0	113	0	1870
CNAG_02711	0	220	3	1185	0	41	3	1446
CNAG_02712	0	138	1	870	0	208	1	1216
CNAG_02713	0	42	0	414	0	28	0	484
CNAG_02714	1	80	3	669	0	98	4	847
CNAG_02715	0	6	6	1803	0	95	6	1904
CNAG_02716	0	64	11	3462	0	96	11	3622
CNAG_02717	0	49	0	1050	0	158	0	1257
CNAG_02718	2	294	0	1353	0	87	2	1734
CNAG_02719	5	2905	1	882	0	528	6	4315
CNAG_02720	0	69	2	1956	0	127	2	2152
CNAG_02721	0	54	8	4737	0	121	8	4912
CNAG_02722	1	106	2	942	0	163	3	1211
CNAG_02723	0	135	2	2211	1	123	3	2469
CNAG_02724	4	118	9	2340	1	155	14	2613
CNAG_02725	0	45	1	912	1	68	2	1025
CNAG_02726	0	46	0	924	0	122	0	1092
CNAG_02727	0	22	4	1338	0	37	4	1397
CNAG_02728	0	73	1	1086	1	203	2	1362
CNAG_02729	0	42	2	1890	0	165	2	2097
CNAG_02730	0	37	6	1902	0	116	6	2055
CNAG_02733	0	271	4	1788	0	166	4	2225
CNAG_02734	0	206	1	186	0	136	1	528
CNAG_02735	0	349	1	810	0	233	1	1392
CNAG_02736	0	62	0	1644	0	49	0	1755
CNAG_02737	0	29	0	354	0	63	0	446
CNAG_02738	0	202	2	1107	2	322	4	1631
CNAG_02739	0	56	0	951	1	371	1	1378
CNAG_02740	0	67	1	1059	0	47	1	1173
CNAG_02741	0	145	1	1986	1	181	2	2312
CNAG_02742	0	9	3	2766	0	134	3	2909
CNAG_02744	1	104	3	1983	0	0	4	2087
CNAG_02745	0	62	6	2919	0	120	6	3101
CNAG_02747	0	65	4	1230	0	51	4	1346
CNAG_02748	3	111	0	1512	0	130	3	1753
CNAG_02749	1	120	4	3363	1	78	6	3561
CNAG_02750	0	83	1	261	2	225	3	569
CNAG_02751	2	165	2	912	0	148	4	1225
CNAG_02752	0	68	5	915	0	114	5	1097
CNAG_02753	0	65	1	837	0	233	1	1135
CNAG_02754	0	44	0	447	0	170	0	661
CNAG_02755	1	42	7	1797	0	44	8	1883
CNAG_02756	0	59	2	1077	0	86	2	1222
CNAG_02757	1	92	5	1926	0	89	6	2107
CNAG_02758	0	31	2	1401	0	80	2	1512
CNAG_02759	1	84	2	543	0	115	3	742
CNAG_02760	0	103	5	1692	0	63	5	1858
CNAG_02761	0	72	1	570	0	176	1	818
CNAG_02762	0	44	0	471	0	118	0	633
CNAG_02763	0	83	4	1899	0	63	4	2045
CNAG_02764	0	164	6	2178	0	53	6	2395
CNAG_02765	0	66	3	1197	0	142	3	1405
CNAG_02766	0	75	2	1752	0	194	2	2021
CNAG_02767	0	81	1	1251	0	99	1	1431
CNAG_02768	3	149	1	534	0	79	4	762
CNAG_02769	0	142	5	1386	0	65	5	1593
CNAG_02770	1	146	1	681	0	102	2	929
CNAG_02771	3	87	1	3192	0	136	4	3415
CNAG_02772	1	101	2	825	0	117	3	1043
CNAG_02773	2	383	0	2952	0	60	2	3395
CNAG_02774	0	117	3	2217	0	305	3	2639
CNAG_02775	1	144	3	657	0	137	4	938
CNAG_02776	1	354	0	183	0	600	1	1137
CNAG_02777	1	302	0	1662	0	110	1	2074
CNAG_02779	0	83	1	906	0	290	1	1279
CNAG_02780	0	117	0	1362	0	153	0	1632
CNAG_02781	0	59	3	1080	0	84	3	1223
CNAG_02782	0	40	1	1368	0	71	1	1479
CNAG_02783	0	68	0	519	0	116	0	703
CNAG_02784	1	119	0	1449	0	86	1	1654
CNAG_02785	0	82	4	2304	0	47	4	2433
CNAG_02786	0	72	3	2208	0	47	3	2327
CNAG_02787	0	76	1	855	0	57	1	988
CNAG_02788	1	172	0	1218	0	198	1	1588
CNAG_02789	0	75	1	1881	0	151	1	2107
CNAG_02790	0	144	5	1116	0	273	5	1533
CNAG_02791	0	93	0	462	0	40	0	595
CNAG_02792	0	116	1	1551	0	34	1	1701
CNAG_02793	0	128	1	1524	0	72	1	1724
CNAG_02794	0	111	1	1611	0	84	1	1806
CNAG_02795	0	35	2	786	0	60	2	881
CNAG_02796	0	62	3	1662	0	48	3	1772
CNAG_02797	4	524	0	600	4	368	8	1492
CNAG_02798	0	79	3	789	0	37	3	905
CNAG_02799	0	133	2	1776	0	77	2	1986
CNAG_02800	2	189	4	1971	0	234	6	2394
CNAG_02801	1	209	1	315	0	85	2	609
CNAG_02802	3	508	1	1077	0	126	4	1711
CNAG_02803	0	121	1	903	2	687	3	1711
CNAG_02804	0	27	2	1218	0	60	2	1305
CNAG_02805	1	630	0	666	0	226	1	1522
CNAG_02806	1	183	2	1515	0	146	3	1844
CNAG_02809	0	176	3	1947	1	223	4	2346
CNAG_02810	1	233	5	2853	0	593	6	3679
CNAG_02811	0	103	0	171	0	168	0	442
CNAG_02812	0	67	0	1140	1	65	1	1272
CNAG_02813	0	105	2	357	0	77	2	539
CNAG_02814	0	325	3	2397	0	105	3	2827
CNAG_02815	0	225	2	2007	0	149	2	2381
CNAG_02816	0	70	5	2856	0	108	5	3034
CNAG_02817	0	33	1	636	2	346	3	1015
CNAG_02818	0	19	4	1233	0	104	4	1356
CNAG_02819	0	25	2	1449	0	169	2	1643
CNAG_02820	0	206	8	3009	0	175	8	3390
CNAG_02821	0	65	2	1041	0	157	2	1263
CNAG_02822	2	697	6	2499	0	201	8	3397
CNAG_02823	1	167	4	3636	0	113	5	3916
CNAG_02824	0	50	2	1632	0	105	2	1787
CNAG_02825	0	92	0	1401	0	67	0	1560
CNAG_02826	1	70	3	1809	0	122	4	2001
CNAG_02827	1	109	0	237	0	60	1	406
CNAG_02828	1	212	6	3735	0	188	7	4135
CNAG_02829	0	69	2	2571	0	108	2	2748
CNAG_02830	1	132	1	1470	0	82	2	1684
CNAG_02833	0	129	0	249	0	54	0	432
CNAG_02838	0	151	0	474	0	35	0	660
CNAG_02839	0	268	0	1308	0	102	0	1678
CNAG_02840	0	212	1	1287	0	88	1	1587
CNAG_02841	0	283	4	1725	0	81	4	2089
CNAG_02842	0	65	6	816	0	39	6	920
CNAG_02843	0	93	1	867	0	183	1	1143
CNAG_02844	0	80	2	1662	0	45	2	1787
CNAG_02845	1	177	1	1305	0	85	2	1567
CNAG_02846	0	124	3	675	1	89	4	888
CNAG_02847	0	160	2	654	0	29	2	843
CNAG_02848	0	445	0	810	0	104	0	1359
CNAG_02849	1	350	5	1536	0	144	6	2030
CNAG_02850	3	247	6	2691	0	213	9	3151
CNAG_02851	0	57	1	1377	0	117	1	1551
CNAG_02852	0	119	4	1440	0	104	4	1663
CNAG_02853	1	62	2	1665	0	148	3	1875
CNAG_02854	0	54	0	780	0	242	0	1076
CNAG_02855	0	112	3	894	0	88	3	1094
CNAG_02856	0	348	4	2736	0	263	4	3347
CNAG_02857	1	353	5	2646	0	194	6	3193
CNAG_02858	0	74	7	1293	1	181	8	1548
CNAG_02859	0	163	1	1170	0	109	1	1442
CNAG_02860	4	483	1	1359	0	347	5	2189
CNAG_02861	0	118	1	1050	0	52	1	1220
CNAG_02862	0	91	3	948	0	152	3	1191
CNAG_02864	0	134	2	606	0	127	2	867
CNAG_02865	1	345	4	726	0	168	5	1239
CNAG_02866	1	430	6	1581	0	260	7	2271
CNAG_02867	3	360	0	2088	0	45	3	2493
CNAG_02868	0	235	5	1743	0	168	5	2146
CNAG_02869	0	178	1	1065	0	56	1	1299
CNAG_02870	0	49	6	1494	0	98	6	1641
CNAG_02871	1	84	0	1263	0	39	1	1386
CNAG_02872	1	883	0	231	1	160	2	1274
CNAG_02873	0	45	0	636	0	190	0	871
CNAG_02874	0	4	4	2256	0	155	4	2415
CNAG_02875	0	69	4	1425	0	77	4	1571
CNAG_02876	3	237	9	1584	0	262	12	2083
CNAG_02877	4	520	3	2787	0	207	7	3514
CNAG_02878	0	82	1	1287	0	55	1	1424
CNAG_02879	0	69	3	714	1	273	4	1056
CNAG_02880	0	69	1	1365	0	69	1	1503
CNAG_02881	1	167	1	495	0	150	2	812
CNAG_02882	0	335	4	2526	0	423	4	3284
CNAG_02883	4	403	0	597	3	336	7	1336
CNAG_02884	0	13	1	573	0	296	1	882
CNAG_02885	0	103	1	1593	2	116	3	1812
CNAG_02886	0	58	0	675	0	48	0	781
CNAG_02888	0	139	0	1662	0	69	0	1870
CNAG_02889	2	123	0	264	0	81	2	468
CNAG_02890	0	35	6	1257	0	35	6	1327
CNAG_02891	0	59	2	537	0	149	2	745
CNAG_02892	1	56	11	1977	0	81	12	2114
CNAG_02893	0	75	3	945	0	48	3	1068
CNAG_02894	0	138	1	735	0	265	1	1138
CNAG_02895	0	116	4	2802	0	134	4	3052
CNAG_02896	0	146	6	1497	0	74	6	1717
CNAG_02897	5	323	6	3750	0	123	11	4196
CNAG_02898	0	177	1	372	0	92	1	641
CNAG_02899	1	100	0	447	0	94	1	641
CNAG_02900	0	419	1	1155	0	157	1	1731
CNAG_02901	0	65	1	444	0	174	1	683
CNAG_02902	0	181	4	1794	1	162	5	2137
CNAG_02903	0	148	2	1062	0	101	2	1311
CNAG_02904	0	132	0	690	0	155	0	977
CNAG_02905	0	201	0	366	0	132	0	699
CNAG_02906	0	239	0	663	0	151	0	1053
CNAG_02907	0	130	0	1173	0	94	0	1397
CNAG_02910	0	75	0	1287	0	120	0	1482
CNAG_02911	1	340	2	2553	1	88	4	2981
CNAG_02912	1	256	7	5232	0	277	8	5765
CNAG_02913	0	84	3	1305	0	146	3	1535
CNAG_02914	0	35	1	462	0	67	1	564
CNAG_02915	1	68	2	3693	0	277	3	4038
CNAG_02916	0	21	2	303	0	117	2	441
CNAG_02917	0	98	0	909	0	153	0	1160
CNAG_02918	0	23	1	1221	0	105	1	1349
CNAG_02919	0	215	1	594	3	1695	4	2504
CNAG_02920	0	79	3	936	0	106	3	1121
CNAG_02921	2	470	0	597	2	362	4	1429
CNAG_02922	0	103	0	2145	0	132	0	2380
CNAG_02923	1	74	0	450	0	61	1	585
CNAG_02924	0	111	0	573	0	157	0	841
CNAG_02925	1	114	2	1065	0	196	3	1375
CNAG_02926	0	130	1	816	1	272	2	1218
CNAG_02927	0	96	4	1167	0	40	4	1303
CNAG_02928	0	58	0	915	0	120	0	1093
CNAG_02929	1	90	1	3207	0	87	2	3384
CNAG_02930	0	248	11	5166	0	129	11	5543
CNAG_02931	0	67	0	894	1	85	1	1046
CNAG_02932	0	31	2	1095	0	75	2	1201
CNAG_02933	1	221	1	1053	0	140	2	1414
CNAG_02934	1	303	3	2028	1	378	5	2709
CNAG_02935	0	108	1	816	0	72	1	996
CNAG_02936	5	220	14	6825	2	483	21	7528
CNAG_02937	0	103	3	2151	0	107	3	2361
CNAG_02938	1	89	1	357	0	66	2	512
CNAG_02939	0	96	3	1905	0	85	3	2086
CNAG_02940	0	213	10	4275	0	164	10	4652
CNAG_02941	0	109	0	720	0	305	0	1134
CNAG_02942	0	308	2	1137	0	56	2	1501
CNAG_02943	0	85	3	1890	0	300	3	2275
CNAG_02944	2	568	2	1656	0	292	4	2516
CNAG_02947	0	29	4	2919	0	182	4	3130
CNAG_02948	0	59	0	1320	0	381	0	1760
CNAG_02950	0	50	7	729	1	159	8	938
CNAG_02951	0	3	2	1788	0	34	2	1825
CNAG_02952	2	193	1	330	0	101	3	624
CNAG_02953	0	108	5	4239	0	158	5	4505
CNAG_02955	0	116	0	576	0	106	0	798
CNAG_02956	0	128	0	1422	0	59	0	1609
CNAG_02958	3	320	2	1920	0	86	5	2326
CNAG_02959	1	590	3	1314	0	100	4	2004
CNAG_02960	0	87	1	1254	0	55	1	1396
CNAG_02961	0	64	1	183	0	160	1	407
CNAG_02962	0	165	1	2574	0	66	1	2805
CNAG_02963	0	34	3	1881	0	73	3	1988
CNAG_02964	2	224	5	1641	0	198	7	2063
CNAG_02965	0	403	0	699	0	96	0	1198
CNAG_02966	1	156	0	1626	0	234	1	2016
CNAG_02967	0	72	1	876	0	62	1	1010
CNAG_02968	0	48	1	1293	0	37	1	1378
CNAG_02969	0	85	0	1485	0	45	0	1615
CNAG_02972	0	0	0	792	0	25	0	817
CNAG_02973	0	39	6	1608	3	271	9	1918
CNAG_02974	0	76	2	879	0	55	2	1010
CNAG_02975	0	51	2	1659	0	369	2	2079
CNAG_02976	2	98	1	729	2	196	5	1023
CNAG_02977	1	269	14	4755	0	102	15	5126
CNAG_02978	0	87	1	339	1	178	2	604
CNAG_02979	0	186	3	663	1	370	4	1219
CNAG_02980	0	0	3	1314	0	71	3	1385
CNAG_02981	0	164	4	3999	1	260	5	4423
CNAG_02982	0	68	6	2850	0	59	6	2977
CNAG_02983	6	324	1	1728	0	155	7	2207
CNAG_02984	0	204	1	1332	0	82	1	1618
CNAG_02985	0	84	0	966	0	84	0	1134
CNAG_02986	1	240	0	648	0	154	1	1042
CNAG_02987	0	410	2	420	0	0	2	830
CNAG_02988	0	94	1	513	0	40	1	647
CNAG_02989	0	86	5	3480	2	215	7	3781
CNAG_02990	2	201	0	306	0	113	2	620
CNAG_02991	0	99	0	417	4	726	4	1242
CNAG_02992	0	106	2	2115	0	124	2	2345
CNAG_02993	0	33	2	1215	0	59	2	1307
CNAG_02994	1	86	4	2151	0	304	5	2541
CNAG_02995	1	66	7	1119	0	66	8	1251
CNAG_02996	0	200	1	1050	1	126	2	1376
CNAG_02997	1	85	7	3735	0	92	8	3912
CNAG_02998	0	76	4	1938	0	48	4	2062
CNAG_02999	0	76	5	3123	0	148	5	3347
CNAG_03000	0	60	0	486	0	106	0	652
CNAG_03001	0	38	2	2244	0	88	2	2370
CNAG_03002	0	86	0	495	0	148	0	729
CNAG_03003	0	36	3	1824	2	111	5	1971
CNAG_03004	1	60	0	663	0	52	1	775
CNAG_03005	0	97	9	1689	0	27	9	1813
CNAG_03006	0	62	1	1317	0	167	1	1546
CNAG_03007	1	252	0	336	0	115	1	703
CNAG_03008	1	269	1	1290	0	109	2	1668
CNAG_03009	0	49	2	405	0	68	2	522
CNAG_03010	0	135	0	801	0	98	0	1034
CNAG_03011	1	124	2	1035	0	90	3	1249
CNAG_03012	0	147	2	138	0	283	2	568
CNAG_03013	4	777	12	3168	0	312	16	4257
CNAG_03014	0	29	0	615	0	36	0	680
CNAG_03015	0	76	1	276	0	206	1	558
CNAG_03016	0	60	2	825	2	462	4	1347
CNAG_03017	0	39	2	2307	0	89	2	2435
CNAG_03018	0	57	4	2610	0	139	4	2806
CNAG_03019	0	108	10	2184	1	185	11	2477
CNAG_03020	0	111	0	537	0	272	0	920
CNAG_03021	1	668	2	1041	0	51	3	1760
CNAG_03022	0	78	1	1173	0	157	1	1408
CNAG_03023	0	156	2	4134	1	114	3	4404
CNAG_03024	3	796	6	8637	1	211	10	9644
CNAG_03025	0	73	1	792	1	212	2	1077
CNAG_03026	0	46	3	885	0	61	3	992
CNAG_03027	0	66	3	2250	0	486	3	2802
CNAG_03028	2	139	2	420	0	363	4	922
CNAG_03031	0	165	0	933	0	478	0	1576
CNAG_03032	0	99	2	1287	0	66	2	1452
CNAG_03033	0	51	0	1350	0	51	0	1452
CNAG_03034	0	51	2	1599	0	28	2	1678
CNAG_03036	0	315	2	2721	0	96	2	3132
CNAG_03037	0	116	1	1623	0	51	1	1790
CNAG_03038	1	121	1	780	0	97	2	998
CNAG_03039	1	92	3	1305	0	81	4	1478
CNAG_03040	0	121	7	1941	0	129	7	2191
CNAG_03041	0	272	1	405	2	708	3	1385
CNAG_03043	0	1149	0	423	1	128	1	1700
CNAG_03044	1	79	0	651	0	39	1	769
CNAG_03045	3	196	2	1023	0	180	5	1399
CNAG_03046	1	145	0	1431	1	369	2	1945
CNAG_03047	2	270	1	1398	4	228	7	1896
CNAG_03048	0	134	0	693	0	49	0	876
CNAG_03049	1	130	0	306	0	42	1	478
CNAG_03050	1	247	4	1509	0	185	5	1941
CNAG_03051	0	155	3	1578	0	226	3	1959
CNAG_03052	1	252	2	1659	2	412	5	2323
CNAG_03053	0	101	0	465	0	180	0	746
CNAG_03054	0	407	3	996	1	100	4	1503
CNAG_03055	0	89	0	423	0	161	0	673
CNAG_03056	3	305	0	297	0	39	3	641
CNAG_03057	0	418	4	2253	0	186	4	2857
CNAG_03058	0	180	0	345	0	116	0	641
CNAG_03059	0	116	2	3018	1	282	3	3416
CNAG_03060	0	331	6	1917	0	298	6	2546
CNAG_03061	0	368	9	1929	0	176	9	2473
CNAG_03063	0	515	6	5655	2	241	8	6411
CNAG_03064	0	70	0	642	0	156	0	868
CNAG_03065	2	107	3	414	0	288	5	809
CNAG_03067	0	99	1	1590	0	59	1	1748
CNAG_03068	0	100	2	870	0	74	2	1044
CNAG_03069	0	92	1	423	1	159	2	674
CNAG_03070	0	114	0	1275	0	46	0	1435
CNAG_03071	0	83	2	1314	0	73	2	1470
CNAG_03072	1	98	1	1335	0	171	2	1604
CNAG_03075	0	119	1	1530	0	93	1	1742
CNAG_03076	0	0	2	1710	0	108	2	1818
CNAG_03077	0	0	0	897	0	0	0	897
CNAG_03078	0	148	3	1626	0	64	3	1838
CNAG_03079	0	23	9	1143	1	685	10	1851
CNAG_03080	3	124	3	894	0	451	6	1469
CNAG_03081	0	69	2	2076	0	77	2	2222
CNAG_03082	0	140	2	570	0	117	2	827
CNAG_03083	0	170	1	567	0	42	1	779
CNAG_03084	0	104	0	447	0	294	0	845
CNAG_03085	0	56	1	402	0	92	1	550
CNAG_03086	0	34	1	1950	0	35	1	2019
CNAG_03087	0	20	6	1605	0	148	6	1773
CNAG_03090	0	482	4	1614	0	42	4	2138
CNAG_03091	0	146	2	861	0	272	2	1279
CNAG_03092	0	41	3	1863	0	435	3	2339
CNAG_03095	1	321	1	414	3	792	5	1527
CNAG_03096	0	60	0	888	0	78	0	1026
CNAG_03097	2	672	1	1500	0	110	3	2282
CNAG_03098	0	209	0	504	0	58	0	771
CNAG_03099	0	263	9	3711	0	319	9	4293
CNAG_03100	1	67	6	2331	0	142	7	2540
CNAG_03101	0	406	4	1599	0	162	4	2167
CNAG_03102	1	490	3	1332	0	148	4	1970
CNAG_03103	0	50	4	2460	0	137	4	2647
CNAG_03104	0	83	1	636	0	197	1	916
CNAG_03105	0	188	3	513	0	56	3	757
CNAG_03106	0	47	8	1158	0	69	8	1274
CNAG_03107	1	286	3	786	0	95	4	1167
CNAG_03108	0	94	4	1785	0	184	4	2063
CNAG_03109	0	26	0	1455	0	47	0	1528
CNAG_03110	0	509	6	2892	0	170	6	3571
CNAG_03113	1	104	1	2205	0	118	2	2427
CNAG_03114	1	46	0	360	0	232	1	638
CNAG_03115	0	88	2	1800	0	65	2	1953
CNAG_03116	1	362	4	2361	1	373	6	3096
CNAG_03117	0	80	7	4548	0	89	7	4717
CNAG_03118	2	121	0	1314	0	171	2	1606
CNAG_03119	1	58	2	738	0	228	3	1024
CNAG_03120	2	311	17	7320	1	352	20	7983
CNAG_03121	0	107	10	4299	0	99	10	4505
CNAG_03123	1	102	1	504	0	254	2	860
CNAG_03124	1	91	4	2655	0	40	5	2786
CNAG_03125	0	121	0	1959	0	90	0	2170
CNAG_03126	1	176	1	732	3	958	5	1866
CNAG_03127	0	80	0	438	0	197	0	715
CNAG_03128	1	111	2	1779	0	69	3	1959
CNAG_03129	0	56	0	1512	0	166	0	1734
CNAG_03130	1	111	2	627	0	104	3	842
CNAG_03132	1	782	0	1134	1	302	2	2218
CNAG_03133	0	110	5	2613	0	87	5	2810
CNAG_03134	0	100	1	918	0	171	1	1189
CNAG_03135	0	418	2	2193	0	203	2	2814
CNAG_03136	5	425	8	2034	0	299	13	2758
CNAG_03137	0	176	3	1431	0	120	3	1727
CNAG_03138	0	48	2	2436	0	174	2	2658
CNAG_03139	0	10	14	3543	1	158	15	3711
CNAG_03140	3	449	0	1557	0	92	3	2098
CNAG_03141	0	107	0	360	0	79	0	546
CNAG_03142	0	188	0	414	0	167	0	769
CNAG_03143	2	184	1	252	0	109	3	545
CNAG_03144	2	131	0	645	0	62	2	838
CNAG_03145	1	314	0	2469	0	107	1	2890
CNAG_03146	1	154	3	1515	0	129	4	1798
CNAG_03147	0	138	6	1299	0	38	6	1475
CNAG_03148	2	198	4	3645	0	43	6	3886
CNAG_03149	0	41	2	2106	0	104	2	2251
CNAG_03150	0	36	1	1020	0	332	1	1388
CNAG_03151	0	37	1	1374	0	236	1	1647
CNAG_03152	0	32	1	1224	2	414	3	1670
CNAG_03153	0	47	0	678	1	672	1	1397
CNAG_03154	1	116	0	636	1	450	2	1202
CNAG_03155	0	79	1	2664	1	387	2	3130
CNAG_03156	0	90	3	1440	0	158	3	1688
CNAG_03157	0	58	5	1992	0	228	5	2278
CNAG_03158	0	64	4	1398	0	86	4	1548
CNAG_03159	0	85	3	612	0	33	3	730
CNAG_03160	0	118	2	2445	1	1262	3	3825
CNAG_03161	1	233	2	1668	1	424	4	2325
CNAG_03162	1	90	1	852	0	142	2	1084
CNAG_03163	2	958	2	2268	1	241	5	3467
CNAG_03164	0	0	4	831	0	0	4	831
CNAG_03165	0	65	2	480	0	1449	2	1994
CNAG_03166	0	28	1	600	0	110	1	738
CNAG_03167	0	54	1	1461	0	112	1	1627
CNAG_03168	1	84	12	3168	0	81	13	3333
CNAG_03169	5	571	1	912	0	66	6	1549
CNAG_03170	1	118	4	1086	0	79	5	1283
CNAG_03171	3	360	3	3366	2	363	8	4089
CNAG_03172	3	247	4	981	1	311	8	1539
CNAG_03173	2	725	8	3831	0	98	10	4654
CNAG_03174	0	97	1	795	0	28	1	920
CNAG_03175	0	125	0	1200	0	111	0	1436
CNAG_03176	2	173	3	1737	0	65	5	1975
CNAG_03177	2	904	2	2169	0	260	4	3333
CNAG_03178	0	94	0	519	0	136	0	749
CNAG_03179	2	734	0	636	0	299	2	1669
CNAG_03181	7	662	2	1503	0	224	9	2389
CNAG_03182	2	100	0	843	0	73	2	1016
CNAG_03183	0	79	6	3021	0	185	6	3285
CNAG_03184	0	55	6	3879	0	101	6	4035
CNAG_03185	0	84	0	642	0	264	0	990
CNAG_03186	1	71	0	795	0	76	1	942
CNAG_03187	0	45	8	1602	0	80	8	1727
CNAG_03188	0	138	2	2511	0	245	2	2894
CNAG_03189	2	414	4	3471	0	104	6	3989
CNAG_03190	0	123	4	2226	2	428	6	2777
CNAG_03191	3	205	3	2088	0	146	6	2439
CNAG_03192	0	142	1	1515	2	984	3	2641
CNAG_03193	1	40	5	1740	1	1179	7	2959
CNAG_03194	0	16	2	1278	0	180	2	1474
CNAG_03195	0	121	1	1032	0	403	1	1556
CNAG_03196	0	55	1	678	0	91	1	824
CNAG_03197	0	55	0	1083	1	70	1	1208
CNAG_03198	0	90	1	627	0	214	1	931
CNAG_03199	1	622	3	1125	0	69	4	1816
CNAG_03202	1	724	8	6930	0	158	9	7812
CNAG_03203	3	99	2	861	1	82	6	1042
CNAG_03204	1	83	3	606	1	148	5	837
CNAG_03205	0	46	3	1857	0	39	3	1942
CNAG_03206	0	31	0	1359	0	80	0	1470
CNAG_03210	0	161	4	1176	0	89	4	1426
CNAG_03211	3	268	2	1437	0	32	5	1737
CNAG_03212	0	56	5	1794	1	292	6	2142
CNAG_03213	1	168	1	1938	0	342	2	2448
CNAG_03214	0	96	3	1914	0	12	3	2022
CNAG_03215	0	103	1	1911	0	119	1	2133
CNAG_03216	0	149	8	2730	0	111	8	2990
CNAG_03217	4	306	3	2757	0	48	7	3111
CNAG_03220	2	91	4	1899	0	28	6	2018
CNAG_03221	1	67	1	186	0	218	2	471
CNAG_03222	0	43	1	1818	0	145	1	2006
CNAG_03223	3	155	1	666	0	198	4	1019
CNAG_03224	0	212	0	801	0	74	0	1087
CNAG_03225	2	117	2	1017	0	79	4	1213
CNAG_03226	0	83	2	843	0	150	2	1076
CNAG_03227	0	59	1	942	0	60	1	1061
CNAG_03228	1	168	2	1044	0	89	3	1301
CNAG_03229	1	270	0	1320	0	66	1	1656
CNAG_03230	1	260	0	399	0	273	1	932
CNAG_03231	5	1602	0	531	0	40	5	2173
CNAG_03232	0	57	0	996	0	136	0	1189
CNAG_03233	1	241	0	405	0	263	1	909
CNAG_03234	3	128	3	3132	0	131	6	3391
CNAG_03235	0	89	1	2334	0	30	1	2453
CNAG_03236	0	27	1	651	0	103	1	781
CNAG_03237	0	25	0	987	1	119	1	1131
CNAG_03238	0	97	1	972	0	52	1	1121
CNAG_03239	3	633	1	948	0	110	4	1691
CNAG_03240	1	318	6	2598	0	155	7	3071
CNAG_03241	0	317	1	2748	0	33	1	3098
CNAG_03242	1	233	1	972	0	168	2	1373
CNAG_03243	2	164	0	1038	2	222	4	1424
CNAG_03244	1	95	2	1275	1	170	4	1540
CNAG_03245	0	93	4	1515	0	80	4	1688
CNAG_03246	0	122	2	1098	0	65	2	1285
CNAG_03247	1	267	2	3714	1	297	4	4278
CNAG_03248	1	328	1	1398	0	169	2	1895
CNAG_03249	0	110	1	603	0	170	1	883
CNAG_03250	0	386	1	594	0	80	1	1060
CNAG_03251	1	88	1	549	0	157	2	794
CNAG_03252	1	292	2	597	0	130	3	1019
CNAG_03258	0	67	4	1842	1	551	5	2460
CNAG_03259	4	1120	0	429	0	503	4	2052
CNAG_03260	0	55	0	714	0	33	0	802
CNAG_03261	0	35	1	900	0	149	1	1084
CNAG_03262	0	125	2	936	0	73	2	1134
CNAG_03263	1	104	4	1395	0	57	5	1556
CNAG_03264	0	82	2	930	0	30	2	1042
CNAG_03265	1	62	0	2613	0	123	1	2798
